"0000"	"0"
"0000"	"10"
"0000"	"101"
"0000"	"1017"
"0000"	"1019"
"0000"	"102"
"0000"	"1029"
"0000"	"104"
"0000"	"1040"
"0000"	"1043"
"0000"	"105"
"0000"	"106"
"0000"	"1069"
"0000"	"108"
"0000"	"11"
"0000"	"110"
"0000"	"1105"
"0000"	"111"
"0000"	"112"
"0000"	"1120"
"0000"	"1124"
"0000"	"1136"
"0000"	"1143"
"0000"	"115"
"0000"	"1154"
"0000"	"1155"
"0000"	"1156"
"0000"	"1158"
"0000"	"1159"
"0000"	"1161"
"0000"	"1162"
"0000"	"1163"
"0000"	"1164"
"0000"	"1168"
"0000"	"1169"
"0000"	"1170"
"0000"	"1172"
"0000"	"1173"
"0000"	"1179"
"0000"	"118"
"0000"	"1182"
"0000"	"1184"
"0000"	"1188"
"0000"	"119"
"0000"	"1191"
"0000"	"1194"
"0000"	"1195"
"0000"	"1196"
"0000"	"1198"
"0000"	"1199"
"0000"	"12"
"0000"	"1200"
"0000"	"1201"
"0000"	"1205"
"0000"	"122"
"0000"	"125"
"0000"	"13"
"0000"	"130"
"0000"	"132"
"0000"	"134"
"0000"	"137"
"0000"	"14"
"0000"	"141"
"0000"	"143"
"0000"	"15"
"0000"	"152"
"0000"	"153"
"0000"	"156"
"0000"	"159"
"0000"	"16"
"0000"	"164"
"0000"	"17"
"0000"	"171"
"0000"	"173"
"0000"	"174"
"0000"	"175"
"0000"	"178"
"0000"	"18"
"0000"	"180"
"0000"	"181"
"0000"	"186"
"0000"	"19"
"0000"	"192"
"0000"	"195"
"0000"	"197"
"0000"	"2"
"0000"	"20"
"0000"	"201"
"0000"	"202"
"0000"	"204"
"0000"	"209"
"0000"	"21"
"0000"	"213"
"0000"	"216"
"0000"	"217"
"0000"	"219"
"0000"	"22"
"0000"	"23"
"0000"	"231"
"0000"	"233"
"0000"	"234"
"0000"	"236"
"0000"	"238"
"0000"	"24"
"0000"	"244"
"0000"	"248"
"0000"	"25"
"0000"	"258"
"0000"	"26"
"0000"	"263"
"0000"	"264"
"0000"	"27"
"0000"	"270"
"0000"	"275"
"0000"	"276"
"0000"	"277"
"0000"	"28"
"0000"	"284"
"0000"	"29"
"0000"	"292"
"0000"	"293"
"0000"	"3"
"0000"	"30"
"0000"	"302"
"0000"	"304"
"0000"	"305"
"0000"	"306"
"0000"	"31"
"0000"	"310"
"0000"	"318"
"0000"	"319"
"0000"	"32"
"0000"	"325"
"0000"	"328"
"0000"	"329"
"0000"	"33"
"0000"	"337"
"0000"	"338"
"0000"	"34"
"0000"	"341"
"0000"	"342"
"0000"	"344"
"0000"	"345"
"0000"	"347"
"0000"	"351"
"0000"	"353"
"0000"	"354"
"0000"	"356"
"0000"	"36"
"0000"	"361"
"0000"	"367"
"0000"	"372"
"0000"	"379"
"0000"	"38"
"0000"	"384"
"0000"	"386"
"0000"	"387"
