767,4,1,0
1080,5,1,4
1077,3,0,0
1049,5,1,0
847,5,1,6
1080,2,0,4
858,5,1,1
858,4,1,4
1077,5,1,0
1077,5,1,0
1077,3,0,14
1095,5,1,2
1095,5,1,2
767,5,1,0
1077,3,1,1
1065,4,1,3
1065,3,1,2
853,5,1,0
1120,5,1,0
1077,5,1,0
847,4,1,2
1080,4,1,14
1077,2,0,7
1077,3,1,0
847,5,1,0
697,3,0,0
949,2,0,0
1003,4,1,0
684,5,1,2
4,5,1,0
1060,5,1,0
1060,5,1,7
1060,5,1,0
949,2,0,0
697,5,1,0
1060,4,1,3
1002,4,1,5
949,5,1,1
684,5,1,2
862,5,1,0
862,4,1,1
862,5,1,0
910,5,1,0
89,4,1,1
862,5,1,9
862,4,1,0
862,5,1,0
823,5,1,0
910,5,1,0
862,5,1,0
862,4,1,1
862,5,1,2
1104,3,1,3
862,5,1,34
862,4,1,2
862,5,1,2
368,2,0,3
862,3,0,0
1095,4,1,0
368,4,1,1
1095,5,1,0
368,1,0,0
862,5,1,0
862,5,1,1
862,5,1,0
862,4,1,2
862,4,1,9
862,5,1,1
862,2,0,0
1078,3,0,1
845,4,1,10
822,2,0,0
850,5,1,4
866,4,1,0
1081,5,1,1
845,5,1,5
1082,4,1,0
850,2,0,0
836,5,1,1
1081,4,1,2
1072,5,1,1
863,5,1,4
1133,5,1,0
822,5,1,3
861,3,1,0
866,1,0,2
850,4,1,0
1081,4,1,9
845,2,0,4
836,4,1,3
1078,4,1,0
850,5,1,5
861,5,1,0
1081,5,1,0
850,4,1,3
863,5,1,14
845,1,0,0
861,1,0,0
1133,5,1,0
861,3,0,17
861,4,1,0
863,4,1,5
822,5,1,2
822,2,0,9
863,2,0,0
836,5,1,0
836,4,1,11
836,4,1,0
836,5,1,3
1081,5,1,0
861,1,0,11
1081,3,1,4
836,5,1,24
1081,5,1,3
1082,2,0,0
863,4,1,0
1072,4,1,1
1078,5,1,2
850,2,0,0
836,5,1,4
861,5,1,0
966,5,1,0
1196,5,1,0
836,5,1,0
923,3,0,2
1072,3,1,1
1133,4,1,0
1133,5,1,0
966,4,1,0
863,5,1,0
845,4,1,3
1081,3,1,0
861,4,1,1
966,5,1,0
845,5,1,12
861,4,1,0
966,4,1,0
836,4,1,0
126,4,1,1
1008,5,1,1
829,5,1,0
828,4,1,2
1126,5,1,0
1008,5,1,0
829,3,0,9
828,3,1,2
1008,5,1,0
1011,5,1,1
1008,5,1,0
1008,5,1,2
1008,5,1,1
1008,4,1,0
829,3,0,0
829,3,1,1
829,3,1,0
829,5,1,0
1008,5,1,1
523,3,0,2
829,4,1,7
829,4,1,0
1126,4,1,0
829,1,0,8
829,4,1,2
1008,5,1,7
1126,4,1,0
829,3,0,0
1020,5,1,6
895,5,1,0
862,5,1,0
1104,5,1,3
670,5,1,0
329,5,1,0
670,4,1,0
868,4,1,0
1020,5,1,5
862,4,1,4
895,5,1,9
895,5,1,0
1094,2,0,0
895,5,1,3
895,5,1,1
1020,4,1,1
895,5,1,5
1020,4,1,1
895,2,0,8
895,2,0,0
1020,4,1,0
596,5,1,2
1094,4,1,0
1020,4,1,4
895,4,1,0
895,2,0,3
895,5,1,0
1020,5,1,1
1098,3,1,0
895,5,1,9
862,5,1,2
1020,5,1,3
895,5,1,0
1020,3,0,0
895,3,0,0
895,5,1,0
895,3,0,0
895,5,1,1
828,4,0,4
1020,3,0,9
862,5,1,1
1020,4,1,1
895,5,1,0
862,1,0,1
895,5,1,0
1020,4,1,5
1075,4,1,3
1104,5,1,0
1020,1,0,17
1094,5,1,0
305,2,0,0
828,5,1,3
1094,5,1,0
828,5,1,1
895,4,1,5
1020,5,1,1
895,5,1,0
647,5,1,1
1025,4,1,10
1025,5,1,14
815,5,1,1
1066,4,1,3
840,4,1,5
1026,4,1,0
840,5,1,13
1066,5,1,8
840,2,0,1
1030,5,1,1
840,5,1,0
1066,5,1,1
647,5,1,0
1066,2,0,0
872,5,1,0
840,3,0,20
1066,4,1,0
647,1,0,3
1066,5,1,0
840,4,1,0
1066,3,1,0
872,5,1,0
1066,3,1,1
1115,4,1,1
1030,5,1,0
1018,4,1,0
1026,5,1,1
840,5,1,0
1066,5,1,1
647,5,1,6
840,5,1,0
840,4,1,1
840,5,1,1
1018,4,1,0
840,3,0,1
824,5,1,1
1115,5,1,2
840,5,1,0
878,3,0,1
984,5,1,2
1104,5,1,6
878,4,1,0
1104,5,1,0
984,4,1,0
866,4,1,0
1104,5,1,0
868,3,1,0
984,5,1,1
984,5,1,7
1104,5,1,0
878,5,1,11
1182,5,1,0
868,5,1,0
868,5,1,1
868,3,1,2
565,5,1,3
984,5,1,0
1104,5,1,7
868,5,1,4
878,5,1,1
868,4,1,0
1104,5,1,0
868,2,0,1
984,5,1,0
878,2,0,0
984,5,1,0
984,5,1,2
984,5,1,0
1024,5,1,0
984,3,1,16
984,5,1,3
1104,5,1,7
1024,5,1,0
984,5,1,0
1104,5,1,0
984,5,1,0
1104,4,1,1
984,5,1,0
895,5,1,0
1104,5,1,0
1131,3,1,2
984,5,1,0
1104,5,1,0
831,5,1,0
984,4,1,2
1104,5,1,0
836,5,1,0
1089,3,0,6
844,3,0,0
836,4,1,4
836,3,0,3
836,5,1,8
836,5,1,0
844,5,1,4
936,5,1,2
895,5,1,7
836,5,1,23
831,5,1,3
844,5,1,13
895,5,1,0
1066,5,1,0
844,2,0,0
836,5,1,1
836,4,1,0
907,5,1,0
836,5,1,0
844,3,0,0
1103,4,1,2
866,5,1,5
907,5,1,6
844,1,0,17
895,5,1,6
895,5,1,2
1080,5,1,9
831,5,1,0
844,5,1,0
844,4,1,0
831,5,1,0
836,5,1,0
907,5,1,3
844,3,0,2
895,5,1,0
895,5,1,1
907,5,1,1
844,5,1,0
836,3,0,15
844,2,0,0
844,4,1,7
844,5,1,1
936,2,0,0
907,5,1,4
936,5,1,0
831,1,0,6
907,5,1,2
862,3,0,0
836,3,1,3
936,4,1,17
895,5,1,0
836,3,0,0
580,5,1,1
895,5,1,0
862,4,1,0
862,5,1,1
844,5,1,4
836,2,0,0
895,5,1,0
836,5,1,0
895,5,1,4
895,5,1,1
895,5,1,2
836,5,1,6
859,4,1,0
862,3,0,0
1049,5,1,0
862,5,1,10
1089,5,1,0
1089,4,1,1
1104,3,0,13
127,4,1,0
1104,3,1,0
936,5,1,0
902,4,1,3
995,2,0,11
936,5,1,9
127,4,1,0
1104,1,0,20
1086,4,1,9
936,5,1,1
746,3,1,0
1081,4,1,3
127,3,1,0
936,3,0,1
127,3,0,2
1035,5,1,0
902,4,1,6
995,5,1,11
1104,5,1,0
1089,5,1,0
1086,3,0,9
902,2,1,6
902,5,1,3
1094,5,1,1
1086,3,0,3
936,5,1,1
1036,4,1,0
936,5,1,0
1094,5,1,1
1094,5,1,3
1086,5,1,6
127,5,1,1
127,5,1,0
1083,4,1,2
872,5,1,14
1083,2,0,2
831,5,1,0
1080,3,1,1
1077,5,1,2
872,4,1,0
964,5,1,2
1089,3,1,1
872,4,1,1
1083,5,1,0
829,4,1,0
964,5,1,0
1089,5,1,0
829,5,1,0
829,5,1,0
967,5,1,1
829,4,1,2
829,4,1,0
872,4,1,19
872,4,1,0
149,4,1,1
964,5,1,4
1030,5,1,1
964,5,1,5
1083,4,0,0
872,4,1,1
872,5,1,1
829,4,1,6
872,4,1,0
964,5,1,0
1089,3,1,0
872,3,0,3
872,5,1,1
872,5,1,0
1077,2,0,0
967,4,1,1
872,5,1,2
964,5,1,1
872,5,1,2
234,5,1,0
149,4,1,0
829,4,1,0
829,4,1,0
872,5,1,0
872,5,1,6
850,5,1,5
850,3,0,1
724,4,1,1
833,5,1,0
862,5,1,6
850,5,1,4
1078,5,1,1
850,5,1,0
1104,5,1,1
1078,3,0,0
984,4,1,0
850,5,1,3
204,5,1,0
1078,5,1,1
862,2,0,2
1078,5,1,1
984,5,1,2
1008,4,1,0
841,4,1,0
1104,3,0,0
850,5,1,1
1081,5,1,0
833,4,1,1
850,4,1,0
862,4,1,0
1078,5,1,1
850,5,1,4
850,5,1,0
831,5,1,0
833,5,1,0
984,4,1,0
